,"(1, -1, -1)","(1, -1, 0)","(1, -1, 1)","(1, 0, -1)","(1, 0, 0)","(1, 0, 1)","(1, 1, -1)","(1, 1, 0)","(1, 1, 1)"
"(65, 500, 0, 45, (1, 1, 1))",0.0,0.0,170.9016814748989,0.0,-0.053278071496708705,-0.052442902836668075,0.0,0.0,0.0
"(113, 520, 0, 90, (1, 1, 1))",0.0,0.0,0.0,-0.05361612608426341,0.0,0.0,-0.05373843422039698,0.0,0.0
"(170, 540, 45, 45, (1, 1, 1))",-0.054096881516815964,0.0,0.0,-0.05403635489563401,-0.05427482842156592,0.0,0.0,0.0,0.0
"(233, 560, 45, 0, (1, 1, 1))",0.0,0.0,-0.05452700466094426,0.0,0.0,-0.05485984507112568,0.0,0.0,0.0
"(300, 580, 0, 45, (1, 1, 1))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(367, 40, 0, 45, (1, 1, 1))",-0.2420816785118886,-0.2672485920995408,-0.2220204070122907,1860.3482062688067,-0.24310732230447107,-0.23375233404700937,-0.24345029404331947,-0.23939625228914588,-0.22885814881987693
"(430, 60, 45, 45, (1, 1, 1))",-0.1155279709949048,-0.10835692667795349,-0.12780377708835491,-0.1570915457547931,-0.11055142570172156,-0.15253298885794803,-0.15460772530397343,-0.15253298885794803,-0.10849344733357907
"(487, 80, 45, 0, (1, 1, 1))",432.03295294299096,-0.15078513907044055,-0.1537382461178574,-0.1074005098689503,-0.1537382461178574,-0.10629436413033616,-0.1485477984413059,-0.10554796417210198,-0.10759534702264925
"(570, 120, 315, 0, (1, 1, 1))",-0.1001717755045798,-0.10122212520987402,-0.054374097895014364,-0.09968805512836422,-0.10607821210045715,-0.05442611144691054,-0.10614882261941869,3757.030188116161,-0.05535823705780292
"(592, 140, 0, 45, (1, 1, 1))",4964.700035643374,-0.054464162225681984,-0.05513420448703184,-0.0544013138991087,-0.05442823316609267,-0.05597520737861337,-0.05541866621929712,-0.05644956675300457,-0.057036483741494004
"(600, 160, 45, 45, (1, 1, 1))",254.66544020668448,140.3143907750427,-0.05586158373817871,-0.055334855104799276,-0.0563558915926947,-0.05691951939638848,-0.05586158373817871,-0.05691951939638848,-0.05759228697937463
"(592, 180, 90, 90, (1, 1, 1))",0.0,-0.03506545867487526,-0.056571828942338614,-0.05667869872925081,0.0,-0.05735636773499522,-0.056571828942338614,-0.05735636773499522,-0.05753170319216409
"(570, 200, 90, 45, (1, 1, 1))",-0.10411737517598348,0.0,-0.05632076085126441,-0.05526577286846249,-0.05632076085126441,0.0,0.0,-0.05619852287220936,0.0
"(535, 220, 135, 45, (1, 1, 1))",0.0,-0.055843361993839075,0.0,-0.054621455356756325,0.0,-0.05649946732073389,0.0,0.0,-0.10616517476687949
"(487, 240, 135, 90, (1, 1, 1))",-0.055281392571540605,-0.055920759809675084,0.0,0.0,0.0,-0.05615760416572157,0.0,-0.05533424627529976,-0.055728698793960287
"(430, 260, 90, 45, (1, 1, 1))",-0.05328806499904322,0.0,-0.0546615195596651,0.0,-0.0546615195596651,-0.05529688080645098,0.0,-0.05451087370051205,-0.055329960820367896
"(367, 280, 135, 45, (1, 1, 1))",-0.05295544664514919,-0.05400207221226862,-0.05463267437622791,-0.007699298429317447,-0.05384386302973185,-0.054687211157424864,-0.05209897860240249,-0.05316112529409425,0.0
"(300, 300, 180, 45, (1, 1, 1))",-0.05205590965001205,-0.05317350140593805,0.0,2.5305355602958826,-0.05253630813195986,-0.05357710391731463,-0.05088707519813895,0.0,0.0
"(233, 320, 135, 0, (1, 1, 1))",0.0,-0.05173126331000314,-0.05272317485590259,-0.051111807216165754,-0.0514132027066045,0.0,-0.0517481446308981,0.0,0.0
"(170, 340, 135, 0, (1, 1, 1))",0.0,-0.05127126422151415,0.0,-0.05096836868825329,-0.05082675572740273,0.0,0.0,0.0,0.0
"(113, 360, 135, 0, (1, 1, 1))",1900.0,-0.05102548211279571,0.0,-0.051095095468274204,0.0,0.0,0.0,0.0,0.0
"(65, 380, 135, 315, (1, 1, 1))",0.0,-0.0509405063078944,0.0,-0.052238002252787144,-0.05129158649797121,999.9951382059489,-0.05330423649897005,-0.05241832727217288,0.0
"(30, 400, 135, 315, (1, 1, 1))",0.0,0.0,-0.09727137516949301,0.0,-0.05144086297204296,0.0,-0.05337205361134543,0.0,0.0
