episode,mean_reward,total_reward
0,0.4777995829391745,824.6820801530152
1,0.5489922209199726,837.2131369029581
2,0.5695576949586848,791.6851959925718
3,0.5750466895532892,878.6713416374259
4,0.5771239764879263,825.2872863777347
5,0.5767295573373501,805.1144620429407
6,1.8461803578580174,1460.3286630656917
7,0.5666692232683561,817.1370199529695
8,0.5223415385381283,805.972993964332
9,0.4461287066930997,763.3262171518935
10,0.44582104882662993,778.4035512512959
11,0.5659732691509921,847.2619839190352
12,0.4913205749410341,818.5400778517628
13,1.7639578992617158,1513.475877566552
14,0.44592101945604923,796.4149407485039
15,0.48996163077261257,830.4849641595783
16,1.8994330543300095,1441.6696882364772
17,1.8416797226902262,1445.7185823118275
18,0.4969619407702784,782.7150567131885
19,0.5680068333348095,878.1385643356156
20,0.513147038678334,857.4687016314961
21,0.5059131053268006,816.0378388921292
22,0.5021548044288352,854.1653223334487
23,1.9146701259131522,1424.5145736793852
24,0.5269350132240758,835.19199596016
25,0.4609970144797053,840.3975573965027
26,0.4470362192808597,803.7711222669857
27,0.5093640627187563,853.1848050539169
28,1.7504784665446584,1533.419136693121
29,0.5386857918247437,832.8082341610537
30,1.876260189001574,1431.586524208201
31,1.7708946949705666,1514.1149641998345
32,0.5469434794736371,850.4971105815057
33,0.531229320101742,855.8104346839062
34,0.5342262886289433,810.9555061387359
35,0.4850031206893781,608.6789164651696
36,0.5318754415891095,814.3013010729267
37,0.49572537844752235,825.3827551151247
38,0.5683647528981238,904.268321860915
39,0.4880701991532126,833.6239001536871
40,1.8698490663150076,1449.1330263941309
41,0.5259655456485939,866.265253683234
42,0.5804668821449169,816.1364362957531
43,0.5188182627529327,819.7328551496337
44,1.8590141027808007,1440.7359296551206
45,0.5663714040246449,848.4243632289181
46,0.561684836320157,783.5503466666189
47,1.8766421105374775,1441.2611408927828
48,1.8572423684129582,1452.3635320989333
49,0.5591373962148036,870.0177885102345
50,0.5032024354511991,790.0278236583827
51,0.4256889863050449,777.7337779793171
52,0.48558019685810966,872.5876137540231
53,0.5400393311943587,841.9213173320051
54,1.8613647924901067,1431.389525424892
55,1.7367216829731746,1557.8393496269377
56,0.47980224011490424,825.2598529976353
57,0.6013157839841243,837.6328870898852
58,1.8509613124958764,1447.4517463717752
59,0.5309501508484933,846.3345404524982
60,0.5404101534320452,802.5090778465872
61,1.8945240328870938,1426.5765967639816
62,0.5906006696286107,842.7871555600275
63,0.4828722438873662,817.0198366574236
64,0.5204241968961838,908.1402235838407
65,0.5541531926753612,868.3580529222911
66,0.5142122150698564,853.5922770159616
67,0.5633405687381395,903.0349316872376
68,0.4503413004004405,793.5013713055762
69,0.4199174002714327,757.9509074899361
70,0.47426582450846333,762.619445809609
71,0.5277459697771638,816.9507612150496
72,1.8579977390515214,1454.8122296773413
73,1.9268917031735442,1420.119185238902
74,0.47346183974475076,637.2796362964345
75,0.5713646424554246,817.6228033537127
76,0.4946663484074934,795.4234882392494
77,0.4290602794240055,801.4846019640422
78,0.5568113929715806,890.8982287545289
79,1.7517569812034546,1531.0356015718194
80,1.9167298219994657,1443.2975559655977
81,0.48000989007990463,829.4570900580752
82,0.4746035949028019,643.0878710932966
83,0.5051951620224201,806.7966737498049
84,0.48229804133640375,663.1598068375552
85,0.5023077335091654,812.7339128178296
86,0.5828465165115309,857.3672257884618
87,1.8174429142068889,1475.7636463359938
88,0.5127504554270444,818.86247731699
89,1.7585597978857601,1531.705583958497
90,0.5003436576109409,774.0316383241255
91,0.5472084314382234,843.2481928463022
92,1.8615462695403688,1444.5599051633262
93,1.8246114759098477,1454.2153463001487
94,0.5146700693112085,863.6163763042078
95,0.5456344321629988,849.5528108777892
96,0.4740173685435734,836.6406554794071
97,1.8999187096212407,1438.2384631832792
98,0.4430037596029753,792.9767296893258
99,1.8819383216454262,1449.0925076669782
