batch,term,s1,s2,s3,end_state,done,mean_reward
0,37,1,0,0,"[487, 80, 45, 135, (1, 0, 0)]",False,99.45815595899928
0,38,1,0,0,"[535, 100, 0, 45, (1, 0, 0)]",False,99.4531811537359
0,39,1,0,0,"[600, 160, 315, 0, (1, 0, 0)]",False,99.45858937704443
0,40,1,0,0,"[487, 240, 180, 45, (1, 0, 0)]",False,99.46245824280692
0,41,1,0,0,"[430, 60, 0, 225, (1, 0, 0)]",False,99.45408545354184
0,42,1,0,0,"[535, 100, 45, 270, (1, 0, 0)]",False,99.45433693177802
0,43,1,0,0,"[8, 460, 45, 0, (1, 0, 0)]",False,99.4657364870196
0,44,0,0,0,"[65, 500, 0, 45, (0, 0, 0)]",False,199.466468264588
0,45,1,0,0,"[300, 20, 270, 45, (1, 0, 0)]",False,99.46032209038265
0,46,0,0,0,"[30, 400, 0, 0, (0, 0, 0)]",False,149.469997092899
0,47,1,0,0,"[367, 40, 0, 0, (1, 0, 0)]",False,99.4579893190696
0,48,0,0,0,"[367, 280, 90, 135, (0, 0, 0)]",False,249.47878465145305
0,49,1,0,0,"[430, 60, 270, 225, (1, 0, 0)]",False,99.4569583951185
0,50,1,0,0,"[430, 60, 0, 225, (1, 0, 0)]",False,99.45318333509475
0,51,1,0,0,"[592, 180, 90, 180, (1, 0, 0)]",False,99.44769893191271
0,52,1,0,0,"[430, 260, 225, 225, (1, 0, 0)]",False,99.45593021750446
0,53,1,0,0,"[430, 260, 90, 45, (1, 0, 0)]",False,99.45751310135802
0,54,1,0,0,"[233, 320, 135, 225, (1, 0, 0)]",False,99.46090177548085
0,55,0,0,0,"[600, 160, 315, 270, (0, 0, 0)]",False,149.46623978833384
0,56,1,0,0,"[430, 60, 270, 315, (1, 0, 0)]",False,99.46277430834398
0,57,1,0,0,"[233, 320, 45, 90, (1, 0, 0)]",False,99.45905874545569
0,58,1,0,0,"[170, 340, 135, 180, (1, 0, 0)]",False,99.46013879581143
0,59,1,0,0,"[600, 160, 0, 135, (1, 0, 0)]",False,99.46030613952198
0,60,1,0,0,"[430, 60, 0, 180, (1, 0, 0)]",False,99.45713080411184
0,61,1,0,0,"[592, 140, 270, 180, (1, 0, 0)]",False,99.45570069819202
0,62,0,0,0,"[300, 300, 90, 45, (0, 0, 0)]",False,149.45694738011082
0,63,1,0,0,"[535, 100, 90, 270, (1, 0, 0)]",False,99.45649643152682
0,64,1,0,0,"[487, 80, 270, 90, (1, 0, 0)]",False,99.45530205583918
0,65,0,0,0,"[30, 480, 45, 135, (0, 0, 0)]",False,149.4701587142973
0,66,1,0,0,"[535, 220, 270, 270, (1, 0, 0)]",False,99.47114076531541
0,67,1,0,0,"[535, 100, 180, 180, (1, 0, 0)]",False,99.46054302771996
0,68,1,0,0,"[592, 180, 225, 270, (1, 0, 0)]",False,99.4553614701789
0,69,0,0,0,"[8, 420, 315, 270, (0, 0, 0)]",False,149.47141382633205
0,70,1,0,0,"[535, 100, 0, 270, (1, 0, 0)]",False,99.4607483205371
0,71,1,0,0,"[592, 140, 0, 315, (1, 0, 0)]",False,99.45436667777643
0,72,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,899.5025256177028
0,73,0,0,0,"[8, 420, 180, 315, (0, 0, 0)]",False,1349.5308865132956
0,74,1,0,0,"[487, 240, 225, 45, (1, 0, 0)]",False,99.46472229596864
0,75,1,0,0,"[535, 100, 45, 315, (1, 0, 0)]",False,99.46027676233177
0,76,0,0,0,"[300, 580, 180, 180, (0, 0, 0)]",True,205.65727619519163
0,77,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,749.5037079899259
0,78,1,0,0,"[430, 60, 135, 315, (1, 0, 0)]",False,99.46401269945892
0,79,1,0,0,"[535, 220, 90, 90, (1, 0, 0)]",False,99.46193480721651
0,80,1,0,0,"[592, 180, 135, 45, (1, 0, 0)]",False,99.45665552506867
0,81,1,0,0,"[367, 40, 0, 270, (1, 0, 0)]",False,99.4580323796383
0,82,1,0,0,"[535, 100, 90, 0, (1, 0, 0)]",False,99.45439149473127
0,83,1,0,0,"[535, 100, 225, 315, (1, 0, 0)]",False,99.46058819831634
0,84,1,0,0,"[535, 220, 135, 45, (1, 0, 0)]",False,99.45946460893202
0,85,0,0,0,"[170, 340, 135, 135, (0, 0, 0)]",False,199.4665342654371
0,86,1,0,0,"[592, 180, 180, 45, (1, 0, 0)]",False,99.45531963886516
0,87,1,0,0,"[487, 80, 225, 270, (1, 0, 0)]",False,99.45969103330066
0,88,1,0,0,"[430, 60, 270, 270, (1, 0, 0)]",False,99.4628723712355
0,89,1,0,0,"[570, 120, 270, 90, (1, 0, 0)]",False,99.45694706989076
0,90,0,0,0,"[487, 80, 315, 135, (0, 0, 0)]",False,949.5081882019347
0,91,1,0,0,"[600, 160, 315, 315, (1, 0, 0)]",False,99.46082614738775
0,92,1,0,0,"[535, 100, 225, 225, (1, 0, 0)]",False,99.4604693631961
0,93,0,0,0,"[430, 260, 0, 45, (0, 0, 0)]",False,299.47819731835466
0,94,0,0,0,"[233, 320, 135, 315, (0, 0, 0)]",False,149.46599170904653
0,95,0,0,0,"[300, 300, 315, 45, (0, 0, 0)]",False,1499.5388418729071
0,96,1,0,0,"[592, 140, 0, 180, (1, 0, 0)]",False,99.46555800055354
0,97,1,0,0,"[430, 60, 45, 270, (1, 0, 0)]",False,99.46016432017072
0,98,1,0,0,"[300, 20, 0, 0, (1, 0, 0)]",False,99.4675925746108
0,99,0,0,0,"[65, 380, 90, 45, (0, 0, 0)]",False,1049.5224974542816
0,100,0,0,0,"[170, 340, 180, 90, (0, 0, 0)]",False,699.5037058897393
0,101,1,0,0,"[487, 80, 0, 180, (1, 0, 0)]",False,99.46619392353382
0,102,1,0,0,"[570, 200, 225, 270, (1, 0, 0)]",False,99.46213672462369
0,103,1,0,0,"[367, 40, 45, 270, (1, 0, 0)]",False,99.46139469597892
0,104,1,0,0,"[430, 260, 135, 135, (1, 0, 0)]",False,99.46121380221854
0,105,1,0,0,"[592, 180, 180, 180, (1, 0, 0)]",False,99.45905875438233
0,106,1,0,0,"[570, 120, 315, 0, (1, 0, 0)]",False,99.45538421399999
0,107,0,0,0,"[170, 340, 180, 180, (0, 0, 0)]",False,599.4868196320756
0,108,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,1049.5154652506635
0,109,1,0,0,"[430, 60, 45, 315, (1, 0, 0)]",False,99.45905303896502
0,110,0,0,0,"[113, 360, 180, 135, (0, 0, 0)]",False,1949.5691651191312
0,111,0,0,0,"[30, 400, 0, 45, (0, 0, 0)]",False,2349.5917747330486
0,112,0,0,0,"[8, 420, 270, 315, (0, 0, 0)]",False,149.4673044425035
0,113,1,0,0,"[430, 60, 90, 315, (1, 0, 0)]",False,99.46626247274902
0,114,1,0,0,"[592, 140, 315, 315, (1, 0, 0)]",False,99.46324799949474
0,115,1,0,0,"[487, 80, 45, 315, (1, 0, 0)]",False,99.45863647137726
0,116,0,0,0,"[8, 420, 180, 270, (0, 0, 0)]",False,149.46823463588152
0,117,1,0,0,"[367, 40, 0, 180, (1, 0, 0)]",False,99.46105764014183
0,118,1,0,0,"[300, 20, 225, 45, (1, 0, 0)]",False,99.46370346369038
0,119,0,0,0,"[0, 440, 270, 45, (0, 0, 0)]",False,2799.611155043556
0,120,1,0,0,"[367, 40, 225, 45, (1, 0, 0)]",False,99.46430615495399
0,121,1,0,0,"[300, 20, 135, 270, (1, 0, 0)]",False,99.46608781096182
0,122,1,0,0,"[430, 60, 90, 315, (1, 0, 0)]",False,99.46372551612916
0,123,1,0,0,"[570, 120, 90, 90, (1, 0, 0)]",False,99.46501920847791
0,124,1,0,0,"[535, 100, 270, 135, (1, 0, 0)]",False,99.46356524618244
0,125,1,0,0,"[535, 100, 315, 225, (1, 0, 0)]",False,99.45780639495679
0,126,1,0,0,"[300, 20, 270, 180, (1, 0, 0)]",False,99.45607163409015
0,127,0,0,0,"[65, 380, 135, 0, (0, 0, 0)]",False,149.46124918095012
0,128,0,0,0,"[487, 80, 315, 270, (0, 0, 0)]",False,1299.5269891974299
0,129,1,0,0,"[570, 120, 45, 315, (1, 0, 0)]",False,99.45867824487526
0,130,0,0,0,"[0, 440, 315, 315, (0, 0, 0)]",False,149.46426049612364
0,131,0,0,0,"[30, 480, 90, 45, (0, 0, 0)]",False,849.5072294616568
0,132,1,0,0,"[430, 60, 270, 45, (1, 0, 0)]",False,99.46353070115185
0,133,0,0,0,"[0, 440, 225, 315, (0, 0, 0)]",False,149.4779708386577
0,134,0,0,0,"[367, 40, 270, 135, (0, 0, 0)]",False,499.4822275018037
0,135,1,0,0,"[570, 200, 0, 90, (1, 0, 0)]",False,99.46429588033789
0,136,1,0,0,"[233, 320, 0, 315, (1, 0, 0)]",False,99.45646621872551
0,137,1,0,0,"[600, 160, 90, 225, (1, 0, 0)]",False,99.45658200210522
0,138,0,0,0,"[113, 360, 90, 180, (0, 0, 0)]",False,149.4664661653707
0,139,1,0,0,"[535, 100, 270, 135, (1, 0, 0)]",False,99.46060552941927
0,140,1,0,0,"[487, 240, 90, 0, (1, 0, 0)]",False,99.4621724135605
0,141,1,0,0,"[487, 240, 270, 90, (1, 0, 0)]",False,99.46151451167977
0,142,1,0,0,"[367, 40, 90, 225, (1, 0, 0)]",False,99.45291101352682
0,143,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,4099.680718133705
0,144,1,0,0,"[487, 240, 180, 0, (1, 0, 0)]",False,99.46130040918149
0,145,1,0,0,"[570, 200, 90, 45, (1, 0, 0)]",False,99.45985920843036
0,146,1,0,0,"[600, 160, 0, 135, (1, 0, 0)]",False,99.45973204048886
0,147,1,0,0,"[367, 40, 90, 45, (1, 0, 0)]",False,99.4633141212934
0,148,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,1499.5403613897872
0,149,0,0,0,"[8, 460, 90, 225, (0, 0, 0)]",False,149.46489836782547
0,150,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,1799.558324760355
0,151,0,0,0,"[300, 300, 0, 45, (0, 0, 0)]",False,199.46597282373543
0,152,0,0,0,"[30, 480, 90, 0, (0, 0, 0)]",False,1399.5349880730066
0,153,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,1099.5202746119476
0,154,0,0,0,"[300, 300, 270, 0, (0, 0, 0)]",False,149.46151742383864
0,155,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,2149.5738190839597
0,156,0,0,0,"[367, 280, 0, 45, (0, 0, 0)]",False,3099.6305103571103
0,157,1,0,0,"[430, 60, 225, 0, (1, 0, 0)]",False,99.45759101902557
0,158,0,0,0,"[430, 260, 45, 0, (0, 0, 0)]",False,4799.722940831725
0,159,0,0,0,"[600, 160, 45, 135, (0, 0, 0)]",False,199.4587386338425
0,160,1,0,0,"[600, 160, 45, 270, (1, 0, 0)]",False,99.4606853867503
0,161,0,0,0,"[0, 440, 45, 45, (0, 0, 0)]",False,2549.5951467246246
0,162,1,0,0,"[300, 20, 315, 270, (1, 0, 0)]",False,99.4585057949883
0,163,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,4699.716355619359
0,164,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,1049.5152523906245
0,165,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,4599.70772858072
0,166,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,1399.5311438696854
0,167,0,0,0,"[367, 40, 135, 180, (0, 0, 0)]",False,649.4928596849733
0,168,0,0,0,"[300, 300, 135, 45, (0, 0, 0)]",False,3399.645807953834
0,169,0,0,0,"[300, 580, 45, 0, (0, 0, 0)]",True,510.84951040498163
0,170,1,0,0,"[600, 160, 0, 45, (1, 0, 0)]",False,99.45531162214601
0,171,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,1899.5651344888884
0,172,1,0,0,"[233, 320, 180, 90, (1, 0, 0)]",False,99.46020428658773
0,173,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,3449.65029846816
0,174,0,0,0,"[8, 420, 45, 270, (0, 0, 0)]",False,4099.6874955006515
0,175,1,0,0,"[430, 60, 135, 0, (1, 0, 0)]",False,99.4560323749095
0,176,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,4899.726474568178
0,177,1,0,0,"[570, 120, 180, 225, (1, 0, 0)]",False,99.45831558325919
0,178,0,0,0,"[367, 280, 135, 45, (0, 0, 0)]",False,699.4924220964433
0,179,0,0,0,"[300, 300, 0, 45, (0, 0, 0)]",False,3399.645655611247
0,180,1,0,0,"[300, 20, 270, 225, (1, 0, 0)]",False,99.45815304329857
0,181,0,0,0,"[30, 480, 315, 180, (0, 0, 0)]",False,3099.6328703331474
0,182,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,5949.784737821822
0,183,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,5399.752499697444
0,184,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,1299.5284083121849
0,185,1,0,0,"[535, 100, 135, 0, (1, 0, 0)]",False,99.46407234235366
0,186,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,3699.657665830052
0,187,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,4849.721283100092
0,188,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,3149.6276130039246
0,189,1,0,0,"[570, 120, 270, 180, (1, 0, 0)]",False,99.45532433691774
0,190,1,0,0,"[300, 20, 225, 315, (1, 0, 0)]",False,99.45559659259874
0,191,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,2149.5779329381053
0,192,0,0,0,"[8, 460, 135, 45, (0, 0, 0)]",False,149.46197801556139
0,193,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,2049.566426419127
0,194,1,0,0,"[570, 120, 0, 225, (1, 0, 0)]",False,99.45697830774756
0,195,0,0,0,"[233, 320, 45, 45, (0, 0, 0)]",False,1299.5222342118063
0,196,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,3299.6382769884367
0,197,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,2299.577280820888
0,198,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,3549.650785338121
0,199,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,2699.603708355716
0,200,1,0,0,"[535, 100, 0, 135, (1, 0, 0)]",False,99.45792366594662
0,201,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,749.4937901983517
0,202,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,1149.518381276081
0,203,0,0,0,"[300, 300, 90, 45, (0, 0, 0)]",False,2899.610801887646
0,204,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,5849.780051902015
0,205,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,5099.734839222121
0,206,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,4999.731297394738
0,207,1,0,0,"[570, 120, 225, 45, (1, 0, 0)]",False,99.46051881013005
0,208,0,0,0,"[233, 320, 135, 0, (0, 0, 0)]",False,4349.697314070564
0,209,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,3249.628492338315
0,210,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,2149.574176235462
0,211,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,1599.5422820000217
0,212,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,4599.708179904571
0,213,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,7249.855451282868
0,214,0,0,0,"[367, 280, 315, 0, (0, 0, 0)]",False,149.46862024627163
0,215,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,4149.68083644071
0,216,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,2299.5847162772693
0,217,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,3299.637004233531
0,218,0,0,0,"[367, 280, 45, 45, (0, 0, 0)]",False,1799.5571865753507
0,219,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,6499.815484544249
0,220,0,0,0,"[65, 380, 225, 90, (0, 0, 0)]",False,1649.5542740910446
0,221,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,4749.720073055339
0,222,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,3999.6738746861643
0,223,0,0,0,"[113, 360, 0, 45, (0, 0, 0)]",False,3999.6796836194226
0,224,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,6599.817291731199
0,225,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,6249.7978699946725
0,226,0,0,0,"[535, 100, 90, 180, (0, 0, 0)]",False,199.46572516405067
0,227,1,0,0,"[592, 180, 270, 225, (1, 0, 0)]",False,99.46001345198738
0,228,0,0,0,"[367, 280, 270, 315, (0, 0, 0)]",False,2949.619435611378
0,229,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,5649.767102430217
0,230,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,5649.766817129968
0,231,1,1,1,"[535, 220, 315, 45, (1, 1, 1)]",False,-0.525281346899938
0,232,0,0,0,"[367, 280, 0, 45, (0, 0, 0)]",False,249.4742543538518
0,233,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,2849.613809706028
0,234,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,5099.739310301494
0,235,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,6549.817216121645
0,236,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,3449.6518255560786
0,237,1,0,0,"[300, 20, 0, 90, (1, 0, 0)]",False,99.45646381766112
0,238,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,4899.723103996741
0,239,0,0,0,"[233, 320, 270, 270, (0, 0, 0)]",False,1549.5415125741804
0,240,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,1699.5506912108058
0,241,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,4299.692444013814
0,242,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,6199.801325231293
0,243,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,4199.684410355408
0,244,1,0,0,"[570, 120, 315, 90, (1, 0, 0)]",False,99.4604931677264
0,245,1,0,0,"[367, 40, 135, 315, (1, 0, 0)]",False,99.45688734365339
0,246,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,5149.739551177958
0,247,0,0,0,"[233, 320, 135, 0, (0, 0, 0)]",False,5899.78244203917
0,248,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,6199.79755457763
0,249,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,6699.824138516254
0,250,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,5299.742943502371
0,251,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,4549.706478292526
0,252,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,2849.6131689917297
0,253,0,0,0,"[367, 280, 0, 45, (0, 0, 0)]",False,3899.6684420025804
0,254,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,5049.733662021716
0,255,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,4299.690567315083
0,256,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,5249.744708475624
0,257,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,5349.749596272339
0,258,1,0,0,"[300, 20, 45, 90, (1, 0, 0)]",False,99.46402900165967
0,259,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,6849.831172748335
0,260,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,7099.844277661913
0,261,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,5599.7657863617715
0,262,1,0,0,"[300, 20, 0, 0, (1, 0, 0)]",False,99.46017196262696
0,263,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,5699.773825625931
0,264,0,0,0,"[65, 380, 45, 45, (0, 0, 0)]",False,5649.769113559205
0,265,0,0,0,"[113, 360, 135, 180, (0, 0, 0)]",False,5749.773440024599
0,266,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,5249.746299865588
0,267,1,0,0,"[570, 120, 45, 0, (1, 0, 0)]",False,99.46046520411527
0,268,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,2949.6173452351545
0,269,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,6799.830504983498
0,270,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,6349.805782778556
0,271,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,1699.5429791524791
0,272,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,4499.7030688581235
0,273,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,4199.681790601556
0,274,1,0,0,"[430, 60, 0, 90, (1, 0, 0)]",False,99.45838396377317
0,275,0,0,0,"[300, 300, 315, 315, (0, 0, 0)]",False,7149.8490443826395
0,276,0,0,0,"[367, 280, 90, 0, (0, 0, 0)]",False,4299.696877297476
0,277,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,6149.793093283653
0,278,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,4149.684934092859
0,279,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,849.5073140348105
0,280,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,5949.784732899588
0,281,1,1,0,"[592, 180, 270, 315, (1, 1, 0)]",False,49.45931989732668
0,282,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,7099.844561563451
0,283,1,0,0,"[430, 60, 0, 135, (1, 0, 0)]",False,99.45911382475946
0,284,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,3549.646610616812
0,285,0,0,0,"[233, 320, 45, 0, (0, 0, 0)]",False,3299.6341056909823
0,286,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,2749.60795349264
0,287,0,0,0,"[367, 280, 90, 0, (0, 0, 0)]",False,5899.781531133179
0,288,0,0,0,"[367, 280, 45, 0, (0, 0, 0)]",False,2499.59171570839
0,289,0,0,0,"[300, 300, 45, 90, (0, 0, 0)]",False,5999.784231503461
0,290,0,0,0,"[367, 40, 180, 0, (0, 0, 0)]",False,4499.6963588582075
0,291,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,6049.7929653310675
0,292,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,5649.76925253782
0,293,0,0,0,"[430, 260, 135, 270, (0, 0, 0)]",False,6299.800752773572
0,294,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,3149.629530296255
0,295,0,0,0,"[233, 320, 270, 0, (0, 0, 0)]",False,3799.6679793180083
0,296,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,2099.567000591462
0,297,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,6249.803188852967
0,298,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,1749.5556300386756
0,299,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,3999.6771013601565
0,300,0,0,0,"[367, 280, 0, 45, (0, 0, 0)]",False,5849.776865194696
0,301,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,6149.795989690183
0,302,0,0,0,"[30, 480, 45, 315, (0, 0, 0)]",False,4549.709358649447
0,303,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,3899.6712131234076
0,304,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,6899.833733044274
0,305,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,4299.698317413227
0,306,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,4399.703340493948
0,307,0,0,0,"[233, 320, 135, 90, (0, 0, 0)]",False,2899.6095645073538
0,308,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,6549.817304665178
0,309,0,0,0,"[367, 280, 45, 45, (0, 0, 0)]",False,6999.840894382115
0,310,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,6999.841541926188
0,311,0,0,0,"[367, 280, 0, 0, (0, 0, 0)]",False,6049.791266667479
0,312,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,4399.697655826927
0,313,0,0,0,"[113, 360, 90, 90, (0, 0, 0)]",False,3499.6458834726595
0,314,0,0,0,"[170, 340, 315, 0, (0, 0, 0)]",False,6799.830482915702
