batch,term,s1,s2,s3,end_state,done,mean_reward
0,315,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,3849.6693261253818
0,316,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,6249.800519943987
0,317,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,7399.862166509257
0,318,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,6149.794542553096
0,319,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,5649.766251065689
0,320,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,6499.816467144079
0,321,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,2999.6189318445254
0,322,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,5749.7734398500725
0,323,0,0,0,"[233, 320, 0, 0, (0, 0, 0)]",False,2899.6209398057663
0,324,0,0,0,"[300, 300, 270, 0, (0, 0, 0)]",False,6949.8401553182
0,325,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,6999.841815153785
0,326,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,6599.819281319286
0,327,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,5099.737459713577
0,328,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,5949.784750774853
0,329,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,7049.844690738322
0,330,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,6899.8342347709295
0,331,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,6249.801657062124
0,332,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,6399.808432695074
0,333,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,6499.815620664419
0,334,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,1949.5648700316574
0,335,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,5449.759025832101
0,336,0,0,0,"[233, 320, 135, 45, (0, 0, 0)]",False,5549.764404512301
0,337,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,6799.831507447509
0,338,0,0,0,"[367, 280, 0, 90, (0, 0, 0)]",False,6999.842692673489
0,339,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,6199.801074934291
0,340,0,0,0,"[300, 300, 135, 0, (0, 0, 0)]",False,5249.743255491567
0,341,0,0,0,"[367, 280, 45, 270, (0, 0, 0)]",False,7099.847800694057
0,342,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,6949.840336207149
0,343,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,6199.796792271027
0,344,0,0,0,"[367, 280, 90, 45, (0, 0, 0)]",False,7199.851711585631
0,345,0,0,0,"[233, 320, 0, 45, (0, 0, 0)]",False,6899.83781743988
0,346,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,6199.800498623908
0,347,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,5299.749633492843
0,348,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,7449.866236533592
0,349,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,7599.8739384947285
0,350,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,6799.832035458321
0,351,0,0,0,"[367, 280, 0, 315, (0, 0, 0)]",False,6049.791688199856
0,352,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,6849.833870274431
0,353,0,0,0,"[170, 340, 315, 0, (0, 0, 0)]",False,5599.766375567566
0,354,0,0,0,"[300, 300, 90, 45, (0, 0, 0)]",False,7699.878767330211
0,355,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,6349.80584880902
0,356,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,7449.8660417384235
0,357,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,5899.781349583021
0,358,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,6749.827248071155
0,359,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,6149.798525383068
0,360,0,0,0,"[367, 280, 45, 45, (0, 0, 0)]",False,7349.860693926577
0,361,0,0,0,"[233, 320, 45, 315, (0, 0, 0)]",False,5549.763011599407
0,362,0,0,0,"[65, 380, 45, 45, (0, 0, 0)]",False,7599.874288016078
0,363,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,6199.799518611149
0,364,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,6099.794601873814
0,365,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,6099.792628407108
0,366,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,7199.85290083157
0,367,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,7149.849880305596
0,368,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,7149.850606140913
0,369,0,0,0,"[30, 400, 315, 225, (0, 0, 0)]",False,1549.5436616911347
0,370,0,0,0,"[367, 280, 270, 315, (0, 0, 0)]",False,7149.8493316504455
0,371,0,0,0,"[300, 300, 315, 0, (0, 0, 0)]",False,5749.772839523311
0,372,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,5499.760718613051
0,373,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,6849.835640408349
0,374,0,0,0,"[367, 280, 0, 45, (0, 0, 0)]",False,7449.864789651174
0,375,0,0,0,"[233, 320, 90, 90, (0, 0, 0)]",False,6149.797513590855
0,376,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,6649.824559412677
0,377,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,5649.7688248643935
0,378,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,7049.844959591486
0,379,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,5849.782138901558
0,380,0,0,0,"[233, 320, 315, 45, (0, 0, 0)]",False,7699.879148711504
0,381,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,7099.848674121094
0,382,0,0,0,"[367, 280, 0, 90, (0, 0, 0)]",False,7649.875314774886
0,383,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,7099.847719032414
0,384,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,7049.845301693089
0,385,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,6199.80051777102
0,386,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,7899.889160649594
0,387,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,6749.829415739725
0,388,0,0,0,"[300, 300, 270, 0, (0, 0, 0)]",False,6399.809554845381
0,389,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,7299.85826897933
0,390,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,6799.8320136083485
0,391,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,6299.806404909679
0,392,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,7899.889838559506
0,393,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,5549.763769624249
0,394,0,0,0,"[233, 320, 270, 0, (0, 0, 0)]",False,6349.808759313221
0,395,0,0,0,"[233, 320, 45, 45, (0, 0, 0)]",False,6449.809748775233
0,396,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,7099.846463572742
0,397,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,7199.8532544007785
0,398,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,5749.769288110787
0,399,0,0,0,"[367, 280, 0, 45, (0, 0, 0)]",False,6749.82843695131
0,400,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,6499.816508594076
0,401,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,7999.894923137876
0,402,0,0,0,"[300, 300, 225, 180, (0, 0, 0)]",False,5399.756257016434
0,403,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,7749.881810893273
0,404,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,6849.831437450305
0,405,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,7299.85868288305
0,406,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,7349.8607718364965
0,407,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,6699.826450673501
0,408,0,0,0,"[233, 320, 45, 0, (0, 0, 0)]",False,8099.900129768381
0,409,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,7349.860770016668
0,410,0,0,0,"[30, 480, 0, 135, (0, 0, 0)]",False,4199.691793971244
0,411,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,7099.848338640199
0,412,0,0,0,"[233, 320, 45, 45, (0, 0, 0)]",False,7949.892239946166
0,413,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,7349.860550343707
0,414,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,7099.847796313788
0,415,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,7099.845481911413
0,416,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,4149.683713867239
0,417,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,8099.900148728089
0,418,0,0,0,"[367, 280, 0, 0, (0, 0, 0)]",False,6849.835143406093
0,419,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,7149.849993184927
0,420,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,7599.874414248953
0,421,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,7449.865773216077
0,422,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,6049.787437887601
0,423,0,0,0,"[30, 480, 45, 45, (0, 0, 0)]",False,3699.668458307113
0,424,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,6749.829741087375
0,425,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,6749.829650176735
0,426,0,0,0,"[300, 300, 0, 315, (0, 0, 0)]",False,7449.866120068677
0,427,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,8149.902684415221
0,428,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,6899.83773418522
0,429,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,7199.85262773078
0,430,0,0,0,"[367, 280, 0, 0, (0, 0, 0)]",False,5899.777029184816
0,431,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,7999.894617188632
0,432,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,6549.81790034702
0,433,0,0,0,"[233, 320, 135, 0, (0, 0, 0)]",False,7049.844911358183
0,434,0,0,0,"[300, 300, 90, 90, (0, 0, 0)]",False,6949.840010417496
0,435,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,6349.807279103447
0,436,0,0,0,"[30, 480, 90, 0, (0, 0, 0)]",False,4849.7292388660535
0,437,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,6549.81818820954
0,438,0,0,0,"[233, 320, 180, 45, (0, 0, 0)]",False,6899.83692308337
0,439,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,7449.864075797118
0,440,0,0,0,"[233, 320, 315, 0, (0, 0, 0)]",False,7699.878574561628
0,441,0,0,0,"[233, 320, 315, 315, (0, 0, 0)]",False,6799.831344838225
0,442,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,6899.8377040868045
0,443,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,6199.796698984872
0,444,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,7649.87685261165
0,445,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,7299.858231312732
0,446,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,6249.803832260959
0,447,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,7149.850229657891
0,448,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,6849.831979606592
0,449,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,6949.840632061234
0,450,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,7599.873823794918
0,451,0,0,0,"[367, 280, 0, 315, (0, 0, 0)]",False,6149.795121277912
0,452,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,7349.860911587572
0,453,0,0,0,"[0, 440, 315, 90, (0, 0, 0)]",False,6649.822297975812
0,454,0,0,0,"[30, 400, 0, 0, (0, 0, 0)]",False,6649.825388545636
0,455,0,0,0,"[367, 280, 0, 90, (0, 0, 0)]",False,7199.852135208298
0,456,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,7899.889888732194
0,457,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,6849.834841573697
0,458,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,3099.6328806655238
0,459,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,6349.806334546867
0,460,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,7549.870545716504
0,461,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,7649.875364289505
0,462,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,7449.866119725055
0,463,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,7249.85547697384
0,464,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,7149.850677250212
0,465,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,5799.779343996185
0,466,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,7549.87183123197
0,467,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,6349.805978122866
0,468,0,0,0,"[367, 280, 45, 315, (0, 0, 0)]",False,6499.815629649779
0,469,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,7049.844447714044
0,470,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,7649.876155887081
0,471,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,6799.831715245435
0,472,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,7549.871458961733
0,473,0,0,0,"[430, 260, 315, 315, (0, 0, 0)]",False,7349.861145156834
0,474,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,7249.855141916187
0,475,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,7649.876873936566
0,476,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,7399.86270350382
0,477,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,7049.845522031937
0,478,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,6949.839411130141
0,479,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,6249.802021857205
0,480,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,6999.842484334502
0,481,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,7449.866501606688
0,482,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,7199.852266605291
0,483,0,0,0,"[233, 320, 45, 0, (0, 0, 0)]",False,6199.800599505015
0,484,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,7449.8659600466835
0,485,0,0,0,"[233, 320, 90, 0, (0, 0, 0)]",False,7299.858499398079
0,486,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,6299.806432176556
0,487,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,7349.8600280414885
0,488,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,7849.88678788268
0,489,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,7699.878369581429
0,490,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,6949.839800653138
0,491,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,6799.8318288126475
0,492,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,7599.873906095096
0,493,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,7499.868546375374
0,494,0,0,0,"[367, 280, 0, 45, (0, 0, 0)]",False,7449.8665985857
0,495,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,7149.850535510699
0,496,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,7149.849039923127
0,497,0,0,0,"[300, 300, 45, 45, (0, 0, 0)]",False,6549.816996516372
0,498,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,6649.824441478063
0,499,0,0,0,"[300, 300, 0, 0, (0, 0, 0)]",False,7599.873429157953
