batch,term,s1,s2,s3,end_state,done,mean_reward
0,125,0,0,0,"[300, 300, 0, 356, (0, 0, 0)]",1,212.24084954168754
0,126,1,0,0,"[570, 120, 270, 45, (1, 0, 0)]",False,99.45984953298094
0,127,1,0,0,"[570, 200, 180, 0, (1, 0, 0)]",False,99.4559013053388
0,128,1,0,0,"[487, 80, 225, 0, (1, 0, 0)]",False,99.45808445606555
0,129,0,0,0,"[220, 324, 36, 351, (0, 0, 0)]",1,459.2480152182335
0,130,1,0,0,"[592, 180, 0, 180, (1, 0, 0)]",False,99.463969293279
0,131,1,0,0,"[367, 40, 90, 315, (1, 0, 0)]",False,99.46252053385689
0,132,1,0,0,"[570, 200, 45, 135, (1, 0, 0)]",False,99.46340028305718
0,133,0,0,0,"[350, 285, 327, 12, (0, 0, 0)]",1,799.5067754850173
0,134,0,0,0,"[350, 285, 327, 12, (0, 0, 0)]",1,689.155012087968
0,135,0,0,0,"[487, 240, 135, 90, (0, 0, 0)]",0,149.46576141219347
0,136,1,0,0,"[300, 20, 270, 90, (1, 0, 0)]",False,99.45926238281369
0,137,1,0,0,"[570, 200, 0, 135, (1, 0, 0)]",False,99.46339973403248
0,138,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,206.72243925378407
0,139,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,1176.0044175058308
0,140,1,0,0,"[300, 20, 45, 90, (1, 0, 0)]",False,99.4582609429629
0,141,1,0,0,"[592, 140, 315, 225, (1, 0, 0)]",False,99.46288291801464
0,142,0,0,0,"[334, 290, 0, 338, (0, 0, 0)]",1,220.45966052353683
0,143,0,0,0,"[350, 285, 327, 12, (0, 0, 0)]",1,439.05113054153975
0,144,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,1080.6057840952492
0,145,1,0,0,"[367, 40, 180, 315, (1, 0, 0)]",False,99.46322114989347
0,146,1,0,0,"[487, 240, 270, 315, (1, 0, 0)]",False,99.45776811308018
0,147,1,0,0,"[487, 80, 315, 45, (1, 0, 0)]",False,99.46100758357285
0,148,0,0,0,"[334, 290, 0, 338, (0, 0, 0)]",1,311.97108265177985
0,149,1,0,0,"[535, 100, 315, 0, (1, 0, 0)]",False,99.45979330731585
0,150,1,0,0,"[592, 140, 0, 270, (1, 0, 0)]",False,99.46229946029922
0,151,0,0,0,"[220, 324, 36, 351, (0, 0, 0)]",1,285.1891834195972
0,152,1,0,0,"[535, 100, 315, 45, (1, 0, 0)]",False,99.46087193756621
0,153,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,324.6802440929067
0,154,0,0,0,"[350, 285, 327, 12, (0, 0, 0)]",1,448.9179786822333
0,155,1,0,0,"[367, 40, 180, 180, (1, 0, 0)]",False,99.4644748474737
0,156,0,0,0,"[334, 290, 0, 338, (0, 0, 0)]",1,399.48068160879774
0,157,1,0,0,"[367, 40, 0, 225, (1, 0, 0)]",False,99.45906830454558
0,158,1,0,0,"[367, 40, 90, 270, (1, 0, 0)]",False,99.46110905333518
0,159,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,221.69093652912173
0,160,0,0,0,"[135, 352, 17, 62, (0, 0, 0)]",1,207.8072680422999
0,161,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,376.83999739283416
0,162,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,726.7726671527953
0,163,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,726.7645396171439
0,164,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,283.160835238425
0,165,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,1538.0157502362088
0,166,0,0,0,"[487, 80, 90, 225, (0, 0, 0)]",0,149.46446224621042
0,167,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,260.90392737837556
0,168,0,0,0,"[307, 298, 356, 356, (0, 0, 0)]",1,350.35116142523583
0,169,1,0,0,"[430, 260, 315, 90, (1, 0, 0)]",False,99.45922175400008
0,170,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,547.4348486380454
0,171,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,605.5478261289395
0,172,1,0,0,"[430, 60, 315, 90, (1, 0, 0)]",False,99.45660959678641
0,173,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,376.8425187395558
0,174,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,283.16321575431715
0,175,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,395.51787438664104
0,176,1,0,0,"[592, 140, 0, 225, (1, 0, 0)]",False,99.46313482861058
0,177,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,470.06796457227676
0,178,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,434.26398083849256
0,179,0,0,0,"[334, 290, 0, 338, (0, 0, 0)]",1,951.8979451988042
0,180,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,929.7452377304418
0,181,0,0,0,"[430, 260, 0, 45, (0, 0, 0)]",0,149.4608495694329
0,182,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,262.6263284651654
0,183,1,0,0,"[300, 20, 180, 90, (1, 0, 0)]",False,99.45720440560812
0,184,0,0,0,"[334, 290, 0, 338, (0, 0, 0)]",1,285.1872395892803
0,185,0,0,0,"[307, 298, 356, 356, (0, 0, 0)]",1,1142.3848748858754
0,186,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,1378.8546948348317
0,187,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,475.66835519187936
0,188,1,0,0,"[535, 220, 270, 315, (1, 0, 0)]",False,99.45716517545642
0,189,0,0,0,"[334, 290, 0, 338, (0, 0, 0)]",1,783.8139194686732
0,190,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,850.5719328401186
0,191,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,481.40651903677775
0,192,0,0,0,"[126, 355, 11, 56, (0, 0, 0)]",1,295.7675563961657
0,193,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,434.25871468204025
0,194,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,975.121032374658
0,195,0,0,0,"[113, 360, 21, 66, (0, 0, 0)]",1,211.1049439811056
0,196,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,768.7348753715396
0,197,0,0,0,"[307, 298, 356, 356, (0, 0, 0)]",1,570.9152770883842
0,198,0,0,0,"[307, 298, 356, 356, (0, 0, 0)]",1,726.777204960736
0,199,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,1289.8588458291783
0,200,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,570.9200712465721
0,201,0,0,0,"[65, 500, 45, 97, (0, 0, 0)]",1,203.55912494336616
0,202,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,205.65180856917308
0,203,0,0,0,"[350, 285, 327, 12, (0, 0, 0)]",1,525.8067112321886
0,204,0,0,0,"[307, 298, 356, 356, (0, 0, 0)]",1,975.1308897891419
0,205,0,0,0,"[300, 300, 333, 18, (0, 0, 0)]",1,1110.6352572681667
0,206,0,0,0,"[307, 298, 356, 356, (0, 0, 0)]",1,754.2275442418586
0,207,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,655.2282643164095
0,208,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,251.0370916190304
0,209,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,799.5063128092106
0,210,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,1289.8566075541921
0,211,0,0,0,"[307, 298, 356, 356, (0, 0, 0)]",1,726.7714222299069
0,212,0,0,0,"[307, 298, 356, 356, (0, 0, 0)]",1,1080.5929258677631
0,213,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,332.8043552854048
0,214,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,324.67374660377675
0,215,0,0,0,"[334, 290, 0, 338, (0, 0, 0)]",1,229.35188482290485
0,216,0,0,0,"[307, 298, 356, 356, (0, 0, 0)]",1,341.35818485228253
0,217,0,0,0,"[227, 322, 45, 355, (0, 0, 0)]",1,908.6064677530762
0,218,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,525.8060820977622
0,219,0,0,0,"[307, 298, 356, 356, (0, 0, 0)]",1,929.739004276434
0,220,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,366.44688555294346
0,221,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,815.8298825394935
0,222,0,0,0,"[307, 298, 356, 356, (0, 0, 0)]",1,439.04366362954147
0,223,0,0,0,"[320, 294, 346, 14, (0, 0, 0)]",1,832.8391950688796
0,224,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,1080.6064627361936
0,225,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,713.7766466159585
0,226,0,0,0,"[307, 298, 356, 356, (0, 0, 0)]",1,634.4115062445243
0,227,0,0,0,"[307, 298, 356, 356, (0, 0, 0)]",1,666.1584756162299
0,228,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,1428.118227892007
0,229,0,0,0,"[307, 298, 356, 356, (0, 0, 0)]",1,754.2254673869083
0,230,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,850.565532951379
0,231,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,975.133448920685
0,232,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,929.7476554746033
0,233,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,1052.1536199924035
0,234,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,1481.0270301106755
0,235,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,287.24474962141977
0,236,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,929.7352095838487
0,237,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,783.8282259733941
0,238,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,832.8440126212918
0,239,0,0,0,"[592, 140, 135, 225, (0, 0, 0)]",0,149.4603129378884
0,240,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,726.7634997437765
0,241,0,0,0,"[307, 298, 356, 356, (0, 0, 0)]",1,434.26530211151584
0,242,0,0,0,"[307, 298, 356, 356, (0, 0, 0)]",1,1428.1131111109632
0,243,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,512.3135574491029
0,244,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,832.8460848939006
0,245,0,0,0,"[155, 535, 124, 11, (0, 0, 0)]",1,369.8515762222778
0,246,0,0,0,"[334, 290, 0, 338, (0, 0, 0)]",1,1110.6422456682703
0,247,0,0,0,"[334, 290, 338, 0, (0, 0, 0)]",1,391.6263618466469
0,248,0,0,0,"[307, 298, 356, 356, (0, 0, 0)]",1,975.1290625856691
0,249,0,0,0,"[350, 285, 327, 12, (0, 0, 0)]",1,1211.6598889335908
